date,content,lang,sourceLabel,hashtags,user.verified,user.created,user.location,,,,,,,,,,,,,,,,,,,,,
19/08/2021,LawanTetapLawan lawan LawanIntimidasi TolakIntimidasi,und,Twitter for iPhone,"['LawanTetapLawan', 'lawan', 'LawanIntimidasi', 'TolakIntimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,We are not afraid The more you come for us the louder we get LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,06/05/2019,"Serendah, Selangor",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Got few things wanna say in space this morning but xda rezeki Maybe tomorrow adzman ketua darjat zack rockstar LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,03/07/2019,heaven on earth,,,,,,,,,,,,,,,,,,,,,
19/08/2021,She asked very simple question Adakah saya ditahan instead of answering why you shouting at her She has every rights to stay there Where the rights of the people LAWAN LawanTetapLawan,en,Twitter Web App,"['LAWAN', 'LawanTetapLawan']",FALSE,21/04/2021,PNG 📍,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Power change people positively and negatively DS anwaribrahim Ustz hakimramlee LawanTetapLawan reformasi,en,Twitter for Android,"['LawanTetapLawan', 'reformasi']",FALSE,06/01/2011,"Malacca, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,BadBoy anwaribrahim fahmi fadzil akukeadilan zack rockstar adzman ketua darjat RashidYusoff My inspiration to keep going LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,15/07/2021,Germany,,,,,,,,,,,,,,,,,,,,,
19/08/2021,I m glad everyone are out of the station but that does not mean we will stay quiet LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,28/09/2012,"Shah Alam, Selangor",,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRM cruelty Lawan LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,19/09/2016,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,I don t see any police brutality Look at those guys no cooperation given at all Seems like they denying the police order and play victim Such behaviour will not be treated well LawanTetapLawan,en,Twitter Web App,['LawanTetapLawan'],FALSE,06/07/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,WOW FUCKING great POLIS She ask that brat nicely too and she responded with THAT tone i don t have any respect to police Malaysia at all not when this stuff is happening Lawan LawanTetapLawan,en,Twitter for Android,"['Lawan', 'LawanTetapLawan']",FALSE,09/12/2019,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,JUST IN All the activist who participated for holding a vigil in commemoration of those who lost their lives to COVID at Dataran Merdeka have been RELEASED by IPD Dang Wangi Lawan LawanTetapLawan,en,Twitter for iPhone,"['COVID19', 'Lawan', 'LawanTetapLawan']",TRUE,02/01/2013,Selangor ,,,,,,,,,,,,,,,,,,,,,
19/08/2021,luqmanlong lawantetaplawan lawansampaimasukkedalam lawansampailebam masukdalamsiaplahbelakang keluarjalanterkenkang koyakrabaklahtaklehrepair,en,Twitter for iPhone,"['lawantetaplawan', 'masukdalamsiaplahbelakang', 'keluarjalanterkenkang', 'koyakrabaklahtaklehrepair']",FALSE,05/01/2019,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Apa yang korang nak lahnat Ni bukan LAWAN ni PENTING DIRI gila pastu bagi reason bodoh kata boleh lah kau tak tanggung Polis dengan KKM yang bertugas tu takde yang kehilangan Tak rasa susah Apa ke bodoh benda camni takleh nak pikir Pergi mampus LawanTetapLawan Lawan,in,Twitter for Android,"['LawanTetapLawan', 'Lawan']",FALSE,16/02/2020,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,thevibesnews Wrong they have videos where one of the lady police officer said tht they are being arrested LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,28/06/2020,"Johore, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,there he said it LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,18/08/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,They re not arrested but they ll be released later LawanTetapLawan LawanIntimidasi,en,Twitter for Android,"['LawanTetapLawan', 'LawanIntimidasi']",FALSE,16/01/2017,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,They arrested them for holding vigil for Covid victims tapi kedai makan bukak esok even tho cases dah reached K soon to be K Kenapa kerajaan camni They even do what kerajaan tell us to do wearing a double mask keep distance of atleast meter LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,09/12/2019,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Well my hand and shoulder really hurts LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,04/09/2017,"Petaling Jaya, Selangor",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Spirits strong In solidarity with each other LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,04/09/2017,"Petaling Jaya, Selangor",,,,,,,,,,,,,,,,,,,,,
19/08/2021,So much for being a democracy am I right So much for keluhuran perlembagaan So much for what this country is supposed to be built on and what our laws are supposed to stand for LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,20/05/2016,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,So glad you re safe and untouched Can still talk to me about work after being released aletheawong LawanTetapLawan Lawan LawanIntimidasi,en,Twitter for iPhone,"['LawanTetapLawan', 'Lawan', 'LawanIntimidasi']",FALSE,21/06/2011,"Petaling Jaya, Selangor",,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRMsia berani dengan rakyat je Menteri di sembah lawan LawanTetapLawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Why did the police need to scream To assert dominance Question Adakah saya ditahan Am I being arrested Police Sila bagi kerjasama Please cooperate Like a chicken and a duck Lawan LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,24/10/2019,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,solidarity with all QyiraYusri TharmaPillai nurulrifayah who are currently detained without lawyers LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,29/04/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRM how about you give compounds to all the MPs who gathered at MuhyiddinYassin house last week doublestandards Malaysia NotMyPM LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['PDRM', 'doublestandards', 'Malaysia', 'NotMyPM', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,29/07/2013,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Police arrested participants for holding a vigil in commemoration of those who lost their lives to Covid at Dataran Merdeka THIS IS HAPPENING RIGHT NOW THIS IS MALAYSIA RIGHT NOW LAWAN LawanTetapLawan,en,Twitter for Android,"['LAWAN', 'LawanTetapLawan']",FALSE,09/12/2019,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,You can arrest them but not suppress them lawan LawanTetapLawan LawanIntimidasi tolakintimidasi,en,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,so disgusted with what the police force has become of a peaceful memorial to remember loved ones that were lost due to the pandemic in a democratic nation where masks were worn amp SOPs enforced yet the rakyat were treated like animals Lawan LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,05/05/2013,ig // charmaine.oon,,,,,,,,,,,,,,,,,,,,,
19/08/2021,All they did was to have a memorial for those we lost due to this pandemic There was no any sort of violation in law Where is our goddamn RIGHTS If mourning is a crime then we Lawan LawanIntimidasi LawanTetapLawan FreeThemAll,en,Twitter for Android,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan', 'FreeThemAll']",FALSE,19/05/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Najib no hal Muhyidin no hal Annuar musa no hal Sabri no hal Rakyat je yg berhal hal lawan LawanTetapLawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Read her placard Lawan LawanTetapLawan,en,Twitter for iPhone,"['Lawan', 'LawanTetapLawan']",FALSE,28/07/2012,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,k lives mean nothing k dreams hopes aspirations lives Ignorance to the lives we ve lost and their families Disrupting the vigil in such an arbitrary and inhumane manner Disgusting Revolting Tyrannical LawanTetapLawan Lawan,en,Twitter for iPhone,"['LawanTetapLawan', 'Lawan']",FALSE,19/10/2014,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,We can t even mourn the ones that have passed because of this government s utter failure at handling this pandemic All this blood just so they can line their pockets Blood money all of it Really brings a whole new meaning to Tanah Tumpahnya Darahku LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,10/06/2015,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Police needs to be controlled they can t just violate laws and abuse citizens Please show solidarity with the activists tonight by tweeting And hashtag LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,11/05/2015,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Never Forget Never Forgive LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,09/07/2010,"Hagrid's Hut, Hogwarts",,,,,,,,,,,,,,,,,,,,,
19/08/2021,LawanIntimidasi Lawan LawanTetapLawan LAWANAUG,und,Twitter for Android,"['LawanIntimidasi', 'Lawan', 'LawanTetapLawan', 'LAWAN19AUG']",FALSE,21/04/2021,PNG 📍,,,,,,,,,,,,,,,,,,,,,
19/08/2021,My expectations are low but i ll say it anyway if you re my acquaintance i expect you to amplify Lawan LawanIntimidasi LawanTetapLawan TolakIntimidasi especially on instagram fb where your audience could differ from twitter WE NEED THE PEOPLE TO KNOW WHAT S HAPPENING,en,Twitter for iPhone,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan', 'TolakIntimidasi']",FALSE,12/11/2020,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,To love Malaysia It s tough It s tiring It s torturing ForABetterMalaysia LawanTetapLawan,en,Twitter for Android,"['ForABetterMalaysia', 'LawanTetapLawan']",FALSE,15/06/2010,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Mourn for the death is not a crime death cases until today and people are living in fear looking for hope LawanTetapLawan LawanIntimidasi,en,Twitter for iPhone,"['LawanTetapLawan', 'LawanIntimidasi']",FALSE,28/09/2016,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,with Merdeka approaching how can we truly say that we are celebrating our independence when the constitutional rights of Malaysians are violated in the very same place we gained our independence in LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,20/10/2017,세븐틴,,,,,,,,,,,,,,,,,,,,,
19/08/2021,aletheawong cek suhana kusaaliny Hope you re well Alethea LawanTetapLawan,en,Twitter for Android,['LawanTetapLawan'],FALSE,13/11/2010,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Aight i m done for today Definitely will publish something about PDRMsia on my HLO blog tomorrow LawanIntimidasi Lawan LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'Lawan', 'LawanTetapLawan']",FALSE,19/08/2018,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,depan depan balai pun nak tunjuk menunjuk camni compensating LawanIntimidasi LawanTetapLawan,in,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,02/05/2007,"new york, ny",,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRMsia take note Bukan protest bukan riot lawan LawanTetapLawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Tunggu family police tu hilang nywa baru nak sesal lawan LawanTetapLawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi polis tunjuk kuasa dengan rakyat je Cube dgn menteri Silap melutut,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Police said they were breaking SOP by gathering but then put them in this tiny space Lawan LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,11/06/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,I have urgent work due tomorrow and it s progressing really slowly because my heart just feels so fucking heavy I can t bear ignoring even a second of what s gonna happen to the detained activists next Lawan LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,05/05/2021,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi betul Maybe dorang takde otak kot PDRMsia tolong check sikit anak buah Kot kot takde moral,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi polis dengan rakyat je berani Betul tak PDRMsia Menteri kebal Polis takut menteri,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi nak ke dia jadi pm Rakyat perlu hormat pm Bukan dimaki Tu bukan name pm dah Paham,in,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,tolakintimidasi LawanTetapLawan LawanIntimidasi,und,Twitter for Android,"['tolakintimidasi', 'LawanTetapLawan', 'LawanIntimidasi']",FALSE,12/07/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Mereka bukan pemberontak Mereka bukan pengganas SAYANGNYA MEREKA JUGA BUKAN GOLONGAN ELIT ATAU AHLI POLITIK LawanIntimidasi LawanTetapLawan,in,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,31/12/2012,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Hentikan laa double standard semua ni Rakyat tak bebal Rakyat punya otak Pemimpin juga datangnya dari seorang Rakyat Hukum Undang undang juga sama antara rakyat dan rakyat yg dipilih Jangan tindas Jangan pijak LawanTetapLawan LawanIntimidasi,in,Twitter for Android,"['LawanTetapLawan', 'LawanIntimidasi']",FALSE,29/01/2013,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,I m so fucking tired LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,02/05/2007,"new york, ny",,,,,,,,,,,,,,,,,,,,,
19/08/2021,I don t even have that semangat to celebrate Merdeka this year after whatever has happened till now Idk bout y all but we gonna Lawan till we get our rights and we have our voices heard LawanIntimidasi LawanTetapLawan LAWAN,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan', 'LAWAN']",FALSE,11/05/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi sue those who dragged nalina and yee shan and the others,en,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,idek what s the future of this country with the government being a mess and police force intimidating the us on a daily basis I m slowly starting to lose hope for this nation LawanTetapLawan,en,Twitter for iPhone,['LawanTetapLawan'],FALSE,26/05/2018,s/h | shineexo ☼,,,,,,,,,,,,,,,,,,,,,
19/08/2021,These youths were highlighting the COVID mismanagement that has resulted in deaths in Malaysia Yet they were arrested for standing up for the rakyat Now more than every we need to LawanIntimidasi and LawanTetapLawan,en,Twitter Web App,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,09/10/2014,Australia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,gdiedsbdsn chryssssssss SamZzNg sunflwrsarah I guess its normal When you have high expectations on certain leaders to lead the country and the outcome it turns otherwise The frustrations anger and hatred flowing like river from inside out lawan,en,Twitter for iPhone,"['lawantetaplawan', 'whatlawan']",FALSE,29/10/2020,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Next time buat the event in Rumah TSMY garenti polis tak kacau Kan PDRMsia lawan LawanIntimidasi lawantetaplawan TSMY punya rumah have been like a public toilet people keluar masuk keluar masuk polis tak kacau pon Unless double standard is practiced la,in,Twitter for iPhone,"['lawan', 'LawanIntimidasi', 'lawantetaplawan']",FALSE,19/05/2010,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,bumilangit Change Yeahh it s good tapi YDPA hanya melantik PM mengikut sapa yang ada majoriti atau pada hemat YDPA Perkara ni pun dh tertakluk dalam perlembagaan Malaysia In sha allah kita lawantetaplawan,in,Twitter for iPhone,['lawantetaplawan'],FALSE,19/08/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRMsia takut nak tangkap menteri lawan lawantetaplawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'lawantetaplawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Rmk Polis malaysia is a clown Pelawak lawan lawantetaplawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'lawantetaplawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,PDRMsia cuba la dekat menteri macm ni Polis takut menteri Pengecut lawan lawantetaplawan LawanIntimidasi tolakintimidasi,in,Twitter for iPhone,"['lawan', 'lawantetaplawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,The compounds should be issued at Dataran Merdeka Why would they be detained and dragged into black marias LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,19/05/2010,Newcastle upon Tyne,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Rakyat yang menggunakan hak perlembagaan ditangkap di Dataran Merdeka pada Bulan Kemerdekaan TolakIntimidasi LawanTetapLawan LAWAN,in,Twitter for iPhone,"['TolakIntimidasi', 'LawanTetapLawan', 'LAWAN']",FALSE,22/01/2021,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,The credibility integrity amp trust to PDRM is gone for me Sorry This is not how justice works LawanIntimidasi Lawan Lawantetaplawan,en,Twitter for iPhone,"['LawanIntimidasi', 'Lawan', 'Lawantetaplawan']",FALSE,19/05/2010,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Exactly bro Still can t brain how anwaribrahim can be so calm handling the situation But ended up being labelled as gila kuasa AnwarIbrahim AnwarMyPM InAnwarWeTrust LawanTetapLawan,en,Twitter for Android,"['AnwarIbrahim', 'AnwarMyPM', 'InAnwarWeTrust', 'LawanTetapLawan']",FALSE,21/06/2014,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Disheartening Disgusting Disappointing LawanTetapLawan,en,Twitter for iPhone,['LawanTetapLawan'],FALSE,16/08/2011,Malaysia 🇲🇾,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Its a vigil MF betul la korang KerajaanGagal bukan main sensitive lagi tau diri tu gagal siapa makan cili dialah terasa pedas Lawan LawanIntimidasi LawanTetapLawan,in,Twitter for Android,"['KerajaanGagal', 'Lawan', 'LawanIntimidasi', 'LawanTetapLawan']",FALSE,20/01/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,BREAKING Only in Malaysia where you can dine in when cases are reaching almost k a day but a candle light vigil with proper SOP for COVID victims cannot Lawan LawanTetapLawan,en,Twitter for iPhone,"['COVID19', 'Lawan', 'LawanTetapLawan']",TRUE,02/01/2013,Selangor ,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Jangan ketepikan hak perlembagaan rakyat Malaysia LAWAN HentikanIntimidasi LawanTetapLawan,in,Twitter for iPhone,"['LAWAN', 'HentikanIntimidasi', 'LawanTetapLawan']",FALSE,23/04/2021,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,bersih policeharassment lawan lawantetaplawan LawanIntimidasi tolakintimidasi,und,Twitter for iPhone,"['policeharassment', 'lawan', 'lawantetaplawan', 'LawanIntimidasi', 'tolakintimidasi']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Farting Squirrel face will be most ugly looking PM ever if agong name him as one LawanIntimidasi LawanTetapLawan Lawan NotMyPM,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan', 'Lawan', 'NotMyPM']",FALSE,31/12/2019,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,The police state Authoritarianism Communism Fascism Tyranny Malaysia are you awake yet LawanTetapLawan,en,Twitter for iPhone,['LawanTetapLawan'],FALSE,27/03/2009,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Police arrested participants for holding a vigil in commemoration of those who lost their lives to Covid at Dataran Merdeka The participants questioned if they were being arrested but police personnel dragged some of them into police trucks Lawan LawanTetapLawan,en,Twitter for iPhone,"['Lawan', 'LawanTetapLawan']",TRUE,02/01/2013,Selangor ,,,,,,,,,,,,,,,,,,,,,
19/08/2021,LIVE Selesai perjumpaan Ahl parlimen dikatakan menyoko via YouTube LawanTetapLawan,in,Twitter for iPhone,['LawanTetapLawan'],FALSE,14/02/2019,Wilayah Persekutuan Kuala Lump,,,,,,,,,,,,,,,,,,,,,
19/08/2021,What happened tonight shows that we really need Datuk Seri anwaribrahim to be chosen as the PRIME MINISTER We really need to reform especially to the authorities like PDRM Power abuse is happening so often This is too ridiculous LawanIntimidasi LawanTetapLawan reform,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan', 'reform']",FALSE,14/02/2019,Wilayah Persekutuan Kuala Lump,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Promoting human rights yet denying it Malaysian politicians and the so called police LawanTetapLawan,en,Twitter for iPhone,['LawanTetapLawan'],FALSE,05/10/2013,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,What an absolute shit show is this a lawless country A filthy move by the authorities arresting civilians with no clear statement of why Tonight they gave us all the more reason to Lawan LawanTetapLawan LawanIntimidasi,en,Twitter for iPhone,"['Lawan', 'LawanTetapLawan', 'LawanIntimidasi']",FALSE,12/11/2020,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Answer her damn question Adakah dia ditahan This is a violation of our rights as civillians No reason was stated for their arrest Ffs this wasn t even a protest Free them NOW LawanTetapLawan LawanIntimidasi,en,Twitter for Mac,"['LawanTetapLawan', 'LawanIntimidasi']",FALSE,28/11/2019,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,lawan LawanTetapLawan LawanIntimidasi tolakintimidasi policeharassment,und,Twitter for iPhone,"['lawan', 'LawanTetapLawan', 'LawanIntimidasi', 'tolakintimidasi', 'policeharassment']",FALSE,23/10/2012,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Diheret dengan keganasan diherdik dengan kekerasan ke Balai Polis Dang Wangi Tanpa sebarang sebab kukuh yang berlandaskan undang undang Peguam mereka tidak dibenarkan memasuki balai polis tersebut Ini tidak sah di sisi undang undang LawanTetapLawan LawanIntimidasi Lawan,in,Twitter for iPhone,"['LawanTetapLawan', 'LawanIntimidasi', 'Lawan']",FALSE,01/02/2015,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Good job PDRM Instead of protecting the citizens and serve them you have decided to act ridiculously with the activists and serve the corrupted failed government The nation is watching KerajaanGagal lawanintimidasi LawanTetapLawan,en,Twitter for Android,"['KerajaanGagal', 'lawanintimidasi', 'LawanTetapLawan']",FALSE,21/06/2014,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,physically abused at home physically abused by the PDRM lol malaysia has the funniest people i swear LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,27/02/2018,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Our rights are being soiled and spat on Support our young activists They will come for you It s not if but when LawanIntimidasi LawanTetapLawan,en,Twitter for Android,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,14/06/2009,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Is this how you wanna bring people in for documentation lawan LawanIntimidasi lawantetaplawan LAWANAUG,en,Twitter for iPhone,"['lawan', 'LawanIntimidasi', 'lawantetaplawan', 'LAWAN19AUG']",FALSE,01/05/2019,"Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,
19/08/2021,MiaSaraNasuha HAHAHAHA mia mana boleh begini lawantetaplawan,in,Twitter for iPhone,['lawantetaplawan'],FALSE,17/06/2021,al burqueq,,,,,,,,,,,,,,,,,,,,,
19/08/2021,SAMAN SAMAN SAMAN SAMAN SAMAN SAMAN SAMAN SAMAN Lawan Lawan Lawan LawanTetapLawan LawanIntimidasi,hi,Twitter for Android,"['Lawan', 'Lawan', 'Lawan', 'LawanTetapLawan', 'LawanIntimidasi']",FALSE,30/07/2009,Malaysia 🇲🇾,,,,,,,,,,,,,,,,,,,,,
19/08/2021,edward jibril PiqShim elrynnaa Peserta dalam perhimpunan ni tau kesan atas tindakan mereka sebab tu namanya LawanTetapLawan tapi kalau nak tahan tu bacakan hak mereka Kau ingat zaman ISA,in,Twitter for Android,['LawanTetapLawan'],FALSE,07/12/2019,"Kuala Lumpur, Wilayah Persekut",,,,,,,,,,,,,,,,,,,,,
19/08/2021,Polis ni pun tak sosial distensing dok kutip orang pegang pegang orang tanpa sebab lawanintimidasi lawan LawanTetapLawan,in,Twitter for iPhone,"['lawanintimidasi', 'lawan', 'LawanTetapLawan']",FALSE,08/07/2009,Malaysia,,,,,,,,,,,,,,,,,,,,,
19/08/2021,Ditindas sebab mengemukakan realiti sebenar rakyat malaysia They stand of the oppressed and this is what they get Young people be ready to fight a war against the corrupt kleptomaniac system It is rotten all the way from the top to bottom LawanIntimidasi LawanTetapLawan,en,Twitter for iPhone,"['LawanIntimidasi', 'LawanTetapLawan']",FALSE,09/06/2011,"Puchong,Malaysia",,,,,,,,,,,,,,,,,,,,,
