content
All eyes will be on how newly appointed Prime Minister Ismail Sabri Yaakob carves out his Cabinet line up  and takes heed of his predecessor s mistakes    Thank you  melisa idris and  SharaadKuttan for inviting me to speak   
Analysts  Ismail Sabri comes out  hero  with rare agreement marking political ceasefire with Pakatan      eNewsMalaysia  eNewspaper  Malaysia  MalaysiaNews  News  
Apa respon orang PAS bila Ismail Sabri setuju nak bersemeja dengan musuh depa semalam 
Muhyiddin  Azmin kantoi terus  kedudukan Ismail Sabri kini agak selamat   The Third Force  
Opposition will not complicate matters in Ismail Sabri s Government   Anwar   The Edge Markets  
 syahredzan Ismail sabri pangkat PM9  ssgt tinggi   tapi bila bersm DSAI  LGE  Abg mat sabu   duduk sama rendah berdiri sama tinggi   nk bezakan ide pemikiran dan corak cara DSAI berfikir    jauh pangang dr api  umpama langit dan bumi kalau dibandingkan  amp  bezakan dgn pemimpin  umno 
Semua Menteri zaman Mahiaddin Md Yasin yang jaga hal Covid 19 adalah orang Umno  Menteri Kanan  Kluster Keselamatan   Ismail Sabri Yaakob  Dia ini Menteri Pertahanan  Logiknya  yang patut jadi Menteri Kanan Kluster Keselamatan ialah     malaysiadateline
Pertemuan Ismail Sabri  pemimpin pembangkang hasil keputusan positif   Berita Harian  
 BFMradio Mix of mature politics and strategy  Mostly the latter   PH now seen as willing and wanting to corporate  Ismail Sabri don t have to layan his frenemies too much and make everyone minister  because even if they threaten to pull out  PH is there to bolster numbers 
Suddenly you start to question your worldview  Tortoise eating bird  Ismail Sabri becoming PM  People would ve laughed at you if you d said these before  
Pembangkang tidak akan mempersulit kerajaan Ismail Sabri    
Mungkin ini masa terbaik Ismail Sabri membuat kejutan dan kelainan memilih barisan kabinetnya sebagaimana dilakukan Muhyiddin   sinarharian   
 PakNgahmanjung Jgn lupa tawaran mantan PM yg digulingkan  muhyiddin kpd pembangkang di hujung2 usia kuasanya  Apa yg Ismail Sabri lakukan hari ni adalah kerana menunaikan hasrat Tuanku  tak lebih sekadar itu 
Pembangkang Sedia Sokong Ismail Sabri  
